step,actic loss,critic loss,average distance,time
5610,-1.0362,0.8228,5.2871,0min2sec
5620,-1.0344,0.8214,5.2849,0min2sec
5630,-1.0327,0.8201,5.2828,0min2sec
5640,-1.0309,0.8188,5.2807,0min2sec
5650,-1.0292,0.8175,5.2786,0min2sec
5660,-1.0274,0.8162,5.2765,0min2sec
5670,-1.0257,0.8149,5.2745,0min2sec
5680,-1.0240,0.8136,5.2724,0min2sec
5690,-1.0222,0.8124,5.2703,0min2sec
5700,-1.0206,0.8111,5.2682,0min2sec
5710,-1.0189,0.8098,5.2662,0min2sec
5720,-1.0172,0.8085,5.2642,0min2sec
5730,-1.0155,0.8073,5.2622,0min2sec
5740,-1.0138,0.8060,5.2602,0min2sec
5750,-1.0121,0.8048,5.2581,0min2sec
5760,-1.0104,0.8035,5.2561,0min2sec
5770,-1.0088,0.8023,5.2541,0min2sec
5780,-1.0070,0.8010,5.2521,0min2sec
5790,-1.0054,0.7998,5.2500,0min2sec
5800,-1.0037,0.7985,5.2480,0min2sec
5810,-1.0021,0.7973,5.2460,0min2sec
5820,-1.0005,0.7960,5.2439,0min2sec
5830,-0.9989,0.7948,5.2419,0min2sec
5840,-0.9972,0.7935,5.2399,0min2sec
5850,-0.9957,0.7923,5.2379,0min2sec
5860,-0.9940,0.7911,5.2360,0min2sec
5870,-0.9924,0.7899,5.2340,0min2sec
5880,-0.9908,0.7887,5.2321,0min2sec
5890,-0.9891,0.7875,5.2301,0min2sec
5900,-0.9875,0.7863,5.2282,0min2sec
5910,-0.9859,0.7851,5.2263,0min2sec
5920,-0.9843,0.7839,5.2243,0min2sec
5930,-0.9828,0.7827,5.2224,0min2sec
5940,-0.9812,0.7815,5.2205,0min2sec
5950,-0.9797,0.7803,5.2185,0min2sec
5960,-0.9781,0.7792,5.2166,0min2sec
5970,-0.9766,0.7780,5.2148,0min2sec
5980,-0.9750,0.7768,5.2129,0min2sec
5990,-0.9734,0.7757,5.2111,0min2sec
6000,-0.9719,0.7745,5.2092,0min2sec
6010,-0.9704,0.7733,5.2073,0min2sec
6020,-0.9688,0.7722,5.2054,0min2sec
6030,-0.9674,0.7710,5.2036,0min2sec
6040,-0.9658,0.7699,5.2017,0min2sec
6050,-0.9644,0.7687,5.1998,0min2sec
6060,-0.9629,0.7676,5.1980,0min2sec
6070,-0.9613,0.7664,5.1961,0min2sec
6080,-0.9599,0.7653,5.1943,0min2sec
6090,-0.9585,0.7642,5.1925,0min2sec
6100,-0.9570,0.7631,5.1907,0min2sec
6110,-0.9555,0.7620,5.1890,0min2sec
6120,-0.9541,0.7608,5.1872,0min2sec
6130,-0.9526,0.7597,5.1853,0min2sec
6140,-0.9511,0.7586,5.1836,0min2sec
6150,-0.9497,0.7575,5.1818,0min2sec
6160,-0.9482,0.7564,5.1800,0min2sec
6170,-0.9468,0.7553,5.1782,0min2sec
6180,-0.9453,0.7542,5.1764,0min2sec
6190,-0.9439,0.7531,5.1747,0min2sec
6200,-0.9424,0.7520,5.1729,0min2sec
6210,-0.9409,0.7509,5.1711,0min2sec
6220,-0.9396,0.7499,5.1694,0min2sec
6230,-0.9382,0.7488,5.1677,0min2sec
6240,-0.9367,0.7477,5.1660,0min2sec
6250,-0.9353,0.7466,5.1643,0min2sec
6260,-0.9339,0.7455,5.1625,0min2sec
6270,-0.9325,0.7445,5.1608,0min2sec
6280,-0.9311,0.7434,5.1591,0min2sec
6290,-0.9297,0.7423,5.1574,0min2sec
6300,-0.9283,0.7413,5.1556,0min2sec
6310,-0.9268,0.7402,5.1539,0min2sec
6320,-0.9255,0.7392,5.1522,0min2sec
6330,-0.9242,0.7381,5.1505,0min2sec
6340,-0.9228,0.7371,5.1489,0min2sec
6350,-0.9214,0.7361,5.1472,0min2sec
6360,-0.9201,0.7350,5.1455,0min2sec
6370,-0.9187,0.7340,5.1439,0min2sec
6380,-0.9173,0.7329,5.1422,0min2sec
6390,-0.9159,0.7319,5.1405,0min2sec
6400,-0.9146,0.7309,5.1388,0min2sec
6410,-0.9133,0.7298,5.1372,0min2sec
6420,-0.9119,0.7288,5.1355,0min2sec
6430,-0.9106,0.7278,5.1339,0min2sec
6440,-0.9092,0.7268,5.1324,0min2sec
6450,-0.9079,0.7258,5.1308,0min2sec
6460,-0.9065,0.7248,5.1291,0min2sec
6470,-0.9052,0.7238,5.1275,0min2sec
6480,-0.9039,0.7228,5.1260,0min2sec
6490,-0.9026,0.7217,5.1244,0min2sec
6500,-0.9012,0.7207,5.1227,0min2sec
6510,-0.8999,0.7197,5.1212,0min2sec
6520,-0.8986,0.7187,5.1195,0min2sec
6530,-0.8973,0.7177,5.1179,0min2sec
6540,-0.8960,0.7167,5.1163,0min2sec
6550,-0.8947,0.7158,5.1147,0min2sec
6560,-0.8934,0.7148,5.1131,0min2sec
6570,-0.8921,0.7138,5.1115,0min2sec
6580,-0.8908,0.7128,5.1100,0min2sec
6590,-0.8895,0.7118,5.1084,0min2sec
6600,-0.8883,0.7109,5.1069,0min2sec
6610,-0.8870,0.7099,5.1053,0min2sec
6620,-0.8857,0.7089,5.1038,0min2sec
6630,-0.8844,0.7080,5.1022,0min2sec
6640,-0.8832,0.7070,5.1007,0min2sec
6650,-0.8819,0.7060,5.0992,0min2sec
6660,-0.8807,0.7051,5.0976,0min2sec
6670,-0.8794,0.7041,5.0961,0min2sec
6680,-0.8782,0.7032,5.0945,0min2sec
6690,-0.8770,0.7022,5.0930,0min2sec
6700,-0.8757,0.7013,5.0915,0min2sec
6710,-0.8745,0.7003,5.0900,0min2sec
6720,-0.8732,0.6994,5.0884,0min2sec
6730,-0.8720,0.6985,5.0869,0min2sec
6740,-0.8708,0.6975,5.0854,0min2sec
6750,-0.8695,0.6966,5.0839,0min2sec
6760,-0.8683,0.6957,5.0825,0min2sec
6770,-0.8671,0.6947,5.0810,0min2sec
6780,-0.8659,0.6938,5.0795,0min2sec
6790,-0.8647,0.6929,5.0780,0min1sec
6800,-0.8635,0.6920,5.0765,0min1sec
6810,-0.8623,0.6911,5.0750,0min1sec
6820,-0.8611,0.6901,5.0735,0min1sec
6830,-0.8599,0.6892,5.0720,0min1sec
6840,-0.8587,0.6883,5.0706,0min1sec
6850,-0.8575,0.6874,5.0692,0min2sec
6860,-0.8563,0.6865,5.0678,0min2sec
6870,-0.8552,0.6856,5.0663,0min2sec
6880,-0.8540,0.6847,5.0649,0min2sec
6890,-0.8529,0.6839,5.0635,0min2sec
6900,-0.8517,0.6830,5.0620,0min2sec
6910,-0.8506,0.6821,5.0606,0min2sec
6920,-0.8494,0.6812,5.0592,0min2sec
6930,-0.8482,0.6803,5.0578,0min2sec
6940,-0.8471,0.6794,5.0563,0min2sec
6950,-0.8459,0.6785,5.0549,0min2sec
6960,-0.8448,0.6777,5.0535,0min2sec
6970,-0.8436,0.6768,5.0521,0min2sec
6980,-0.8424,0.6759,5.0507,0min2sec
6990,-0.8413,0.6750,5.0493,0min2sec
7000,-0.8401,0.6741,5.0479,0min2sec
7010,-0.8390,0.6733,5.0465,0min2sec
7020,-0.8379,0.6724,5.0451,0min2sec
7030,-0.8367,0.6715,5.0437,0min2sec
7040,-0.8356,0.6707,5.0424,0min2sec
7050,-0.8345,0.6698,5.0410,0min2sec
7060,-0.8334,0.6690,5.0396,0min2sec
7070,-0.8323,0.6681,5.0383,0min2sec
7080,-0.8311,0.6673,5.0369,0min2sec
7090,-0.8300,0.6664,5.0356,0min2sec
7100,-0.8289,0.6656,5.0342,0min2sec
7110,-0.8278,0.6648,5.0328,0min2sec
7120,-0.8267,0.6639,5.0315,0min2sec
7130,-0.8256,0.6631,5.0301,0min2sec
7140,-0.8245,0.6622,5.0288,0min2sec
7150,-0.8234,0.6614,5.0274,0min2sec
7160,-0.8223,0.6605,5.0261,0min2sec
7170,-0.8212,0.6597,5.0248,0min2sec
7180,-0.8202,0.6589,5.0234,0min2sec
7190,-0.8191,0.6581,5.0220,0min2sec
7200,-0.8180,0.6572,5.0207,0min2sec
7210,-0.8169,0.6564,5.0194,0min2sec
7220,-0.8159,0.6556,5.0181,0min2sec
7230,-0.8148,0.6548,5.0168,0min2sec
7240,-0.8138,0.6539,5.0154,0min2sec
7250,-0.8127,0.6531,5.0142,0min2sec
7260,-0.8117,0.6523,5.0129,0min2sec
7270,-0.8106,0.6515,5.0116,0min2sec
7280,-0.8096,0.6507,5.0103,0min2sec
7290,-0.8085,0.6499,5.0090,0min2sec
7300,-0.8075,0.6491,5.0077,0min2sec
7310,-0.8064,0.6483,5.0064,0min2sec
7320,-0.8054,0.6475,5.0051,0min2sec
7330,-0.8043,0.6467,5.0038,0min2sec
7340,-0.8033,0.6459,5.0025,0min2sec
7350,-0.8022,0.6451,5.0012,0min2sec
7360,-0.8012,0.6443,4.9999,0min2sec
7370,-0.8002,0.6435,4.9986,0min2sec
7380,-0.7991,0.6427,4.9974,0min2sec
7390,-0.7981,0.6419,4.9961,0min2sec
7400,-0.7971,0.6411,4.9949,0min2sec
7410,-0.7961,0.6404,4.9936,0min2sec
7420,-0.7951,0.6396,4.9924,0min2sec
7430,-0.7941,0.6388,4.9911,0min2sec
7440,-0.7931,0.6380,4.9899,0min2sec
7450,-0.7921,0.6372,4.9886,0min2sec
7460,-0.7911,0.6365,4.9873,0min2sec
7470,-0.7901,0.6357,4.9861,0min2sec
7480,-0.7890,0.6349,4.9849,0min2sec
7490,-0.7880,0.6341,4.9837,0min2sec
7500,-0.7870,0.6334,4.9824,0min2sec
7510,-0.7861,0.6326,4.9812,0min2sec
7520,-0.7850,0.6318,4.9800,0min2sec
7530,-0.7841,0.6311,4.9788,0min2sec
7540,-0.7831,0.6303,4.9775,0min2sec
7550,-0.7821,0.6296,4.9763,0min2sec
7560,-0.7811,0.6288,4.9751,0min2sec
7570,-0.7801,0.6280,4.9739,0min2sec
7580,-0.7791,0.6273,4.9727,0min2sec
7590,-0.7782,0.6265,4.9715,0min2sec
7600,-0.7772,0.6258,4.9704,0min2sec
7610,-0.7762,0.6251,4.9692,0min2sec
7620,-0.7752,0.6243,4.9680,0min2sec
7630,-0.7742,0.6236,4.9668,0min2sec
7640,-0.7733,0.6229,4.9657,0min2sec
7650,-0.7723,0.6221,4.9645,0min2sec
7660,-0.7714,0.6214,4.9633,0min2sec
7670,-0.7704,0.6206,4.9622,0min2sec
7680,-0.7695,0.6199,4.9610,0min2sec
7690,-0.7685,0.6192,4.9598,0min2sec
7700,-0.7675,0.6185,4.9586,0min2sec
7710,-0.7666,0.6177,4.9574,0min2sec
7720,-0.7657,0.6170,4.9563,0min2sec
7730,-0.7647,0.6163,4.9551,0min2sec
7740,-0.7638,0.6156,4.9540,0min2sec
7750,-0.7628,0.6149,4.9528,0min2sec
7760,-0.7619,0.6141,4.9517,0min2sec
7770,-0.7610,0.6134,4.9506,0min2sec
7780,-0.7601,0.6127,4.9495,0min2sec
7790,-0.7592,0.6120,4.9483,0min2sec
7800,-0.7582,0.6113,4.9472,0min2sec
7810,-0.7573,0.6106,4.9461,0min2sec
7820,-0.7564,0.6099,4.9449,0min2sec
7830,-0.7555,0.6092,4.9438,0min2sec
7840,-0.7546,0.6085,4.9427,0min2sec
7850,-0.7537,0.6078,4.9415,0min2sec
7860,-0.7527,0.6071,4.9404,0min2sec
7870,-0.7519,0.6064,4.9393,0min2sec
7880,-0.7509,0.6057,4.9382,0min2sec
7890,-0.7501,0.6050,4.9371,0min2sec
7900,-0.7492,0.6043,4.9360,0min2sec
7910,-0.7483,0.6036,4.9348,0min2sec
7920,-0.7474,0.6029,4.9337,0min2sec
7930,-0.7465,0.6022,4.9326,0min2sec
7940,-0.7456,0.6015,4.9316,0min2sec
7950,-0.7447,0.6008,4.9305,0min2sec
7960,-0.7438,0.6002,4.9294,0min2sec
7970,-0.7430,0.5995,4.9283,0min2sec
7980,-0.7421,0.5988,4.9272,0min2sec
7990,-0.7412,0.5981,4.9262,0min2sec
8000,-0.7403,0.5975,4.9251,0min2sec
8010,-0.7394,0.5968,4.9240,0min2sec
8020,-0.7386,0.5961,4.9229,0min2sec
8030,-0.7377,0.5954,4.9218,0min2sec
8040,-0.7368,0.5948,4.9208,0min2sec
8050,-0.7360,0.5941,4.9197,0min2sec
8060,-0.7351,0.5934,4.9186,0min2sec
8070,-0.7343,0.5928,4.9176,0min2sec
8080,-0.7334,0.5921,4.9165,0min2sec
8090,-0.7326,0.5914,4.9154,0min2sec
8100,-0.7317,0.5908,4.9143,0min2sec
8110,-0.7309,0.5901,4.9133,0min2sec
8120,-0.7300,0.5895,4.9122,0min2sec
8130,-0.7291,0.5888,4.9112,0min2sec
8140,-0.7283,0.5882,4.9101,0min2sec
8150,-0.7274,0.5875,4.9091,0min2sec
8160,-0.7266,0.5869,4.9080,0min2sec
8170,-0.7258,0.5862,4.9070,0min2sec
8180,-0.7249,0.5856,4.9060,0min2sec
8190,-0.7241,0.5849,4.9050,0min2sec
8200,-0.7233,0.5843,4.9039,0min2sec
8210,-0.7224,0.5837,4.9029,0min2sec
8220,-0.7216,0.5830,4.9019,0min2sec
8230,-0.7208,0.5824,4.9008,0min2sec
8240,-0.7199,0.5817,4.8998,0min2sec
8250,-0.7191,0.5811,4.8988,0min2sec
8260,-0.7183,0.5805,4.8978,0min2sec
8270,-0.7175,0.5798,4.8968,0min2sec
8280,-0.7167,0.5792,4.8958,0min2sec
8290,-0.7158,0.5786,4.8948,0min2sec
8300,-0.7150,0.5780,4.8937,0min2sec
8310,-0.7142,0.5773,4.8927,0min2sec
8320,-0.7134,0.5767,4.8917,0min2sec
8330,-0.7126,0.5761,4.8907,0min2sec
8340,-0.7118,0.5755,4.8897,0min2sec
8350,-0.7110,0.5748,4.8887,0min2sec
8360,-0.7102,0.5742,4.8877,0min2sec
8370,-0.7094,0.5736,4.8868,0min2sec
8380,-0.7086,0.5730,4.8858,0min2sec
8390,-0.7079,0.5724,4.8848,0min2sec
8400,-0.7071,0.5718,4.8838,0min2sec
8410,-0.7063,0.5712,4.8829,0min2sec
8420,-0.7055,0.5705,4.8819,0min2sec
8430,-0.7047,0.5699,4.8809,0min1sec
8440,-0.7039,0.5693,4.8799,0min1sec
8450,-0.7032,0.5687,4.8789,0min1sec
8460,-0.7023,0.5681,4.8780,0min1sec
8470,-0.7016,0.5675,4.8770,0min1sec
8480,-0.7008,0.5669,4.8760,0min1sec
8490,-0.7000,0.5663,4.8751,0min2sec
8500,-0.6992,0.5657,4.8741,0min2sec
8510,-0.6984,0.5651,4.8732,0min2sec
8520,-0.6977,0.5645,4.8722,0min2sec
8530,-0.6969,0.5639,4.8713,0min2sec
8540,-0.6961,0.5633,4.8703,0min2sec
8550,-0.6953,0.5627,4.8694,0min2sec
8560,-0.6946,0.5621,4.8684,0min2sec
8570,-0.6938,0.5615,4.8675,0min2sec
8580,-0.6931,0.5609,4.8666,0min2sec
8590,-0.6923,0.5603,4.8656,0min2sec
8600,-0.6916,0.5598,4.8647,0min2sec
8610,-0.6908,0.5592,4.8637,0min2sec
8620,-0.6901,0.5586,4.8628,0min2sec
8630,-0.6893,0.5580,4.8618,0min2sec
8640,-0.6885,0.5574,4.8609,0min2sec
8650,-0.6878,0.5568,4.8600,0min2sec
8660,-0.6871,0.5563,4.8591,0min2sec
8670,-0.6863,0.5557,4.8581,0min2sec
8680,-0.6856,0.5551,4.8572,0min2sec
8690,-0.6848,0.5545,4.8563,0min2sec
8700,-0.6841,0.5540,4.8553,0min2sec
8710,-0.6833,0.5534,4.8544,0min2sec
8720,-0.6826,0.5528,4.8535,0min2sec
8730,-0.6818,0.5522,4.8526,0min2sec
8740,-0.6811,0.5517,4.8517,0min2sec
8750,-0.6804,0.5511,4.8508,0min2sec
8760,-0.6796,0.5505,4.8499,0min2sec
8770,-0.6789,0.5500,4.8490,0min2sec
8780,-0.6782,0.5494,4.8481,0min2sec
8790,-0.6775,0.5489,4.8472,0min2sec
8800,-0.6767,0.5483,4.8463,0min2sec
8810,-0.6760,0.5478,4.8454,0min2sec
8820,-0.6752,0.5472,4.8445,0min2sec
8830,-0.6745,0.5466,4.8436,0min2sec
8840,-0.6738,0.5461,4.8427,0min2sec
8850,-0.6731,0.5455,4.8418,0min2sec
8860,-0.6723,0.5450,4.8409,0min2sec
8870,-0.6716,0.5444,4.8401,0min2sec
8880,-0.6709,0.5439,4.8392,0min2sec
8890,-0.6702,0.5433,4.8383,0min2sec
8900,-0.6695,0.5428,4.8374,0min2sec
8910,-0.6688,0.5422,4.8365,0min2sec
8920,-0.6680,0.5417,4.8356,0min2sec
8930,-0.6673,0.5411,4.8348,0min2sec
8940,-0.6666,0.5406,4.8339,0min2sec
8950,-0.6659,0.5400,4.8330,0min2sec
8960,-0.6653,0.5395,4.8322,0min2sec
8970,-0.6646,0.5390,4.8313,0min2sec
8980,-0.6639,0.5384,4.8305,0min2sec
8990,-0.6632,0.5379,4.8296,0min2sec
9000,-0.6625,0.5374,4.8287,0min2sec
9010,-0.6618,0.5368,4.8279,0min2sec
9020,-0.6611,0.5363,4.8270,0min2sec
9030,-0.6604,0.5358,4.8262,0min2sec
9040,-0.6597,0.5352,4.8253,0min2sec
9050,-0.6590,0.5347,4.8245,0min2sec
9060,-0.6583,0.5342,4.8236,0min2sec
9070,-0.6576,0.5336,4.8228,0min2sec
9080,-0.6570,0.5331,4.8219,0min2sec
9090,-0.6563,0.5326,4.8210,0min2sec
9100,-0.6556,0.5320,4.8202,0min2sec
9110,-0.6549,0.5315,4.8193,0min2sec
9120,-0.6542,0.5310,4.8185,0min2sec
9130,-0.6536,0.5305,4.8177,0min2sec
9140,-0.6529,0.5299,4.8169,0min2sec
9150,-0.6522,0.5294,4.8161,0min2sec
9160,-0.6515,0.5289,4.8152,0min2sec
9170,-0.6509,0.5284,4.8144,0min2sec
9180,-0.6502,0.5279,4.8136,0min2sec
9190,-0.6495,0.5274,4.8128,0min2sec
9200,-0.6489,0.5268,4.8119,0min2sec
9210,-0.6482,0.5263,4.8111,0min2sec
9220,-0.6475,0.5258,4.8103,0min2sec
9230,-0.6469,0.5253,4.8095,0min2sec
9240,-0.6462,0.5248,4.8087,0min2sec
9250,-0.6456,0.5243,4.8078,0min2sec
9260,-0.6449,0.5238,4.8070,0min2sec
9270,-0.6443,0.5233,4.8062,0min2sec
9280,-0.6436,0.5228,4.8054,0min2sec
9290,-0.6429,0.5223,4.8045,0min2sec
9300,-0.6423,0.5218,4.8037,0min2sec
9310,-0.6416,0.5212,4.8029,0min2sec
9320,-0.6410,0.5207,4.8021,0min2sec
9330,-0.6403,0.5202,4.8013,0min2sec
9340,-0.6397,0.5197,4.8005,0min2sec
9350,-0.6390,0.5192,4.7997,0min2sec
9360,-0.6384,0.5187,4.7989,0min2sec
9370,-0.6378,0.5183,4.7981,0min2sec
9380,-0.6371,0.5178,4.7973,0min2sec
9390,-0.6365,0.5173,4.7965,0min2sec
9400,-0.6358,0.5168,4.7957,0min2sec
9410,-0.6352,0.5163,4.7949,0min2sec
9420,-0.6345,0.5158,4.7941,0min2sec
9430,-0.6339,0.5153,4.7933,0min2sec
9440,-0.6333,0.5148,4.7925,0min2sec
9450,-0.6326,0.5143,4.7917,0min2sec
9460,-0.6320,0.5139,4.7909,0min2sec
9470,-0.6314,0.5134,4.7901,0min2sec
9480,-0.6307,0.5129,4.7894,0min2sec
9490,-0.6301,0.5124,4.7886,0min2sec
9500,-0.6295,0.5119,4.7878,0min2sec
9510,-0.6289,0.5114,4.7870,0min2sec
9520,-0.6283,0.5109,4.7863,0min2sec
9530,-0.6276,0.5105,4.7855,0min2sec
9540,-0.6270,0.5100,4.7847,0min2sec
9550,-0.6264,0.5095,4.7840,0min2sec
9560,-0.6258,0.5090,4.7832,0min2sec
9570,-0.6252,0.5085,4.7825,0min2sec
9580,-0.6245,0.5081,4.7817,0min2sec
9590,-0.6239,0.5076,4.7809,0min2sec
9600,-0.6233,0.5071,4.7801,0min2sec
9610,-0.6227,0.5066,4.7794,0min2sec
9620,-0.6221,0.5062,4.7786,0min2sec
9630,-0.6215,0.5057,4.7778,0min2sec
9640,-0.6209,0.5052,4.7771,0min2sec
9650,-0.6203,0.5047,4.7763,0min2sec
9660,-0.6197,0.5043,4.7756,0min2sec
9670,-0.6191,0.5038,4.7748,0min2sec
9680,-0.6185,0.5033,4.7741,0min2sec
9690,-0.6179,0.5029,4.7733,0min2sec
9700,-0.6173,0.5024,4.7726,0min2sec
9710,-0.6167,0.5019,4.7718,0min2sec
9720,-0.6161,0.5015,4.7711,0min2sec
9730,-0.6155,0.5010,4.7704,0min2sec
9740,-0.6149,0.5006,4.7696,0min2sec
9750,-0.6143,0.5001,4.7689,0min2sec
9760,-0.6137,0.4996,4.7682,0min2sec
9770,-0.6131,0.4992,4.7674,0min2sec
9780,-0.6126,0.4987,4.7667,0min2sec
9790,-0.6120,0.4983,4.7659,0min2sec
9800,-0.6114,0.4978,4.7652,0min2sec
9810,-0.6108,0.4974,4.7645,0min2sec
9820,-0.6102,0.4969,4.7637,0min2sec
9830,-0.6096,0.4965,4.7630,0min2sec
9840,-0.6091,0.4960,4.7623,0min2sec
9850,-0.6085,0.4955,4.7616,0min2sec
9860,-0.6079,0.4951,4.7608,0min2sec
9870,-0.6073,0.4946,4.7601,0min2sec
9880,-0.6067,0.4942,4.7594,0min2sec
9890,-0.6062,0.4937,4.7587,0min2sec
9900,-0.6056,0.4933,4.7580,0min2sec
9910,-0.6050,0.4929,4.7572,0min2sec
9920,-0.6045,0.4924,4.7565,0min2sec
9930,-0.6039,0.4920,4.7558,0min2sec
9940,-0.6033,0.4915,4.7551,0min2sec
9950,-0.6027,0.4911,4.7544,0min2sec
9960,-0.6022,0.4906,4.7537,0min2sec
9970,-0.6016,0.4902,4.7530,0min2sec
9980,-0.6011,0.4898,4.7523,0min2sec
9990,-0.6005,0.4893,4.7516,0min2sec
10000,-0.5999,0.4889,4.7508,0min2sec
10010,-0.5994,0.4884,4.7501,0min2sec
10020,-0.5988,0.4880,4.7494,0min2sec
10030,-0.5982,0.4876,4.7487,0min2sec
10040,-0.5977,0.4871,4.7480,0min2sec
10050,-0.5971,0.4867,4.7473,0min2sec
10060,-0.5965,0.4862,4.7466,0min2sec
10070,-0.5960,0.4858,4.7459,0min2sec
10080,-0.5954,0.4854,4.7452,0min2sec
10090,-0.5949,0.4849,4.7445,0min2sec
10100,-0.5943,0.4845,4.7438,0min2sec
10110,-0.5938,0.4841,4.7431,0min2sec
10120,-0.5932,0.4836,4.7424,0min2sec
10130,-0.5927,0.4832,4.7417,0min2sec
10140,-0.5921,0.4828,4.7409,0min2sec
10150,-0.5916,0.4823,4.7403,0min2sec
10160,-0.5910,0.4819,4.7396,0min2sec
10170,-0.5905,0.4815,4.7389,0min2sec
10180,-0.5899,0.4811,4.7382,0min2sec
10190,-0.5894,0.4806,4.7375,0min2sec
10200,-0.5888,0.4802,4.7368,0min2sec
10210,-0.5883,0.4798,4.7361,0min2sec
10220,-0.5877,0.4794,4.7354,0min2sec
10230,-0.5872,0.4790,4.7348,0min2sec
10240,-0.5867,0.4785,4.7341,0min2sec
10250,-0.5861,0.4781,4.7334,0min2sec
10260,-0.5856,0.4777,4.7328,0min2sec
10270,-0.5851,0.4773,4.7321,0min2sec
10280,-0.5845,0.4769,4.7315,0min2sec
10290,-0.5840,0.4765,4.7308,0min2sec
10300,-0.5834,0.4761,4.7301,0min2sec
10310,-0.5829,0.4756,4.7295,0min2sec
10320,-0.5824,0.4752,4.7288,0min2sec
10330,-0.5819,0.4748,4.7281,0min2sec
10340,-0.5813,0.4744,4.7275,0min2sec
10350,-0.5808,0.4740,4.7268,0min2sec
10360,-0.5803,0.4736,4.7262,0min2sec
10370,-0.5797,0.4732,4.7255,0min2sec
10380,-0.5792,0.4728,4.7249,0min2sec
10390,-0.5787,0.4724,4.7242,0min2sec
10400,-0.5782,0.4720,4.7236,0min2sec
10410,-0.5777,0.4716,4.7229,0min2sec
10420,-0.5771,0.4711,4.7223,0min2sec
10430,-0.5766,0.4707,4.7216,0min2sec
10440,-0.5761,0.4703,4.7210,0min2sec
10450,-0.5756,0.4700,4.7203,0min2sec
10460,-0.5751,0.4696,4.7197,0min2sec
10470,-0.5745,0.4691,4.7191,0min2sec
10480,-0.5740,0.4687,4.7184,0min2sec
10490,-0.5735,0.4683,4.7178,0min2sec
10500,-0.5730,0.4679,4.7171,0min2sec
10510,-0.5725,0.4675,4.7165,0min2sec
10520,-0.5720,0.4672,4.7158,0min2sec
10530,-0.5715,0.4668,4.7152,0min2sec
10540,-0.5710,0.4664,4.7146,0min2sec
10550,-0.5705,0.4660,4.7140,0min2sec
10560,-0.5699,0.4656,4.7133,0min2sec
10570,-0.5694,0.4652,4.7127,0min2sec
10580,-0.5689,0.4648,4.7120,0min2sec
10590,-0.5684,0.4644,4.7114,0min2sec
10600,-0.5679,0.4640,4.7108,0min2sec
10610,-0.5674,0.4636,4.7101,0min2sec
10620,-0.5669,0.4632,4.7095,0min2sec
10630,-0.5664,0.4628,4.7089,0min2sec
10640,-0.5659,0.4624,4.7083,0min2sec
10650,-0.5654,0.4621,4.7076,0min2sec
10660,-0.5649,0.4617,4.7070,0min2sec
10670,-0.5645,0.4613,4.7064,0min2sec
10680,-0.5639,0.4609,4.7057,0min2sec
10690,-0.5634,0.4605,4.7051,0min2sec
10700,-0.5630,0.4601,4.7045,0min2sec
10710,-0.5625,0.4597,4.7039,0min2sec
10720,-0.5620,0.4593,4.7032,0min1sec
10730,-0.5615,0.4590,4.7026,0min1sec
10740,-0.5610,0.4586,4.7020,0min1sec
10750,-0.5605,0.4582,4.7014,0min1sec
10760,-0.5600,0.4578,4.7008,0min1sec
10770,-0.5595,0.4574,4.7002,0min1sec
10780,-0.5590,0.4570,4.6995,0min1sec
10790,-0.5585,0.4567,4.6989,0min1sec
10800,-0.5581,0.4563,4.6983,0min1sec
10810,-0.5576,0.4559,4.6977,0min1sec
10820,-0.5571,0.4555,4.6971,0min1sec
10830,-0.5566,0.4551,4.6965,0min2sec
10840,-0.5561,0.4548,4.6959,0min2sec
10850,-0.5556,0.4544,4.6953,0min2sec
10860,-0.5552,0.4540,4.6947,0min2sec
10870,-0.5547,0.4536,4.6941,0min2sec
10880,-0.5542,0.4533,4.6935,0min2sec
10890,-0.5537,0.4529,4.6928,0min2sec
10900,-0.5532,0.4525,4.6922,0min2sec
10910,-0.5528,0.4521,4.6916,0min2sec
10920,-0.5523,0.4518,4.6910,0min2sec
10930,-0.5518,0.4514,4.6904,0min2sec
10940,-0.5513,0.4510,4.6899,0min2sec
10950,-0.5509,0.4507,4.6893,0min2sec
10960,-0.5504,0.4503,4.6887,0min2sec
10970,-0.5500,0.4500,4.6882,0min2sec
10980,-0.5495,0.4496,4.6876,0min2sec
10990,-0.5490,0.4492,4.6870,0min2sec
11000,-0.5485,0.4489,4.6864,0min2sec
11010,-0.5481,0.4485,4.6858,0min2sec
11020,-0.5476,0.4482,4.6853,0min2sec
11030,-0.5471,0.4478,4.6847,0min2sec
11040,-0.5467,0.4474,4.6841,0min2sec
11050,-0.5462,0.4471,4.6835,0min2sec
11060,-0.5457,0.4467,4.6830,0min2sec
11070,-0.5453,0.4463,4.6824,0min2sec
11080,-0.5448,0.4460,4.6818,0min2sec
11090,-0.5444,0.4456,4.6812,0min2sec
11100,-0.5439,0.4453,4.6806,0min2sec
11110,-0.5434,0.4449,4.6800,0min2sec
11120,-0.5430,0.4445,4.6795,0min2sec
11130,-0.5425,0.4442,4.6789,0min2sec
11140,-0.5421,0.4438,4.6783,0min2sec
11150,-0.5416,0.4435,4.6778,0min2sec
11160,-0.5412,0.4431,4.6772,0min2sec
11170,-0.5407,0.4428,4.6766,0min2sec
11180,-0.5403,0.4424,4.6760,0min2sec
11190,-0.5398,0.4421,4.6755,0min2sec
